MEASUREMENT_TIME,ID_INPUT,VALUE,PRIVATE_DATA
2020-11-07 01:50:13.775,2,WDC PC SN530 SDBPMPZ-512G-1101,28
2020-11-07 01:50:13.775,0,GUID_DEVINTERFACE_STORAGEPORT,29
2020-11-07 01:50:13.775,1,PCI\VEN_15B7&DEV_5008&SUBSYS_500815B7&REV_01,29
2020-11-07 01:50:13.775,2,Standard NVM Express Controller,29
2020-11-07 01:50:13.775,0,GUID_DEVINTERFACE_STORAGEPORT,30
2020-11-07 01:50:13.775,1,PCI\VEN_8086&DEV_34D3&SUBSYS_385217AA&REV_30,30
2020-11-07 01:50:13.775,2,Intel(R) 400 Series Chipset Family SATA AHCI Controller,30
2020-11-07 01:50:13.775,0,GUID_DEVINTERFACE_VOLUME,31
2020-11-07 01:50:13.775,1,STORAGE\Volume,31
2020-11-07 01:50:13.775,2,Volume,31
2020-11-07 01:50:13.775,0,GUID_DEVINTERFACE_VOLUME,32
2020-11-07 01:50:13.775,1,STORAGE\Volume,32
2020-11-07 01:50:13.775,2,Volume,32
2020-11-07 01:50:13.775,0,GUID_DEVINTERFACE_VOLUME,33
2020-11-07 01:50:13.775,1,STORAGE\Volume,33
2020-11-07 01:50:13.775,2,Volume,33
2020-11-07 01:50:13.775,0,GUID_DEVINTERFACE_USB_DEVICE,34
2020-11-07 01:50:13.775,1,USB\VID_8087&PID_0AAA&REV_0002,34
2020-11-07 01:50:13.775,2,Intel(R) Wireless Bluetooth(R),34
2020-11-07 01:50:13.775,0,GUID_DEVINTERFACE_USB_DEVICE,35
2020-11-07 01:50:13.775,1,USB\VID_27C6&PID_55A4&REV_0100,35
2020-11-07 01:50:13.775,2,Goodix fingerprint,35
2020-11-07 01:50:13.775,0,GUID_DEVINTERFACE_USB_DEVICE,36
2020-11-07 01:50:13.775,1,USB\VID_046D&PID_C52F&REV_3000,36
2020-11-07 01:50:13.775,2,USB Composite Device,36
2020-11-07 01:50:13.775,0,GUID_DEVINTERFACE_USB_DEVICE,37
2020-11-07 01:50:13.775,1,USB\VID_04F2&PID_B6D9&REV_2699,37
2020-11-07 01:50:13.775,2,USB Composite Device,37
2020-11-07 01:50:13.775,0,GUID_BTHPORT_DEVICE_INTERFACE,38
2020-11-07 01:50:13.775,1,USB\VID_8087&PID_0AAA&REV_0002,38
2020-11-07 01:50:13.775,2,Intel(R) Wireless Bluetooth(R),38
2020-11-07 01:50:13.775,0,GUID_DEVICE_BATTERY,39
2020-11-07 01:50:13.775,1,ACPI\VEN_PNP&DEV_0C0A,39
2020-11-07 01:50:13.775,2,Microsoft ACPI-Compliant Control Method Battery,39
